Antonym,Derived word,ex_japa,example,japanese,level,No,part of speech,Synonym,word,unique id
"church, school","barman, barmaid",昨夜、私たちはバーに行きた。,We went to a bar last night.,バー,2,423,名詞,"pub, club",bar,1752129512114x867086913566422500
praise,"knocker, knocking",私の部屋に入る前にノックしてください。,Please knock before entering my room.,ノックする,2,422,動詞,"tap, rap, bang",knock,1752129512114x922349514003696100
,"versional, versioning",これはソフトウェアの最新バージョンだ。,This is the latest version of the software.,バージョン、版,4,424,名詞,"edition, variant, form",version,1752129512115x230303888710037250
"competitor, enemy","partnership, partnerless",ダンスのパートナーになってくれるか？,Will you be my partner for the dance?,パートナー,2,428,名詞,"companion, mate",partner,1752129512115x243538310402804830
no,yesman,はい、私はあなたに同意する。,"Yes, I agree with you.",はい,1,430,感動詞,"indeed, certainly, absolutely",yes,1752129512115x265413883036347500
"rivalry, competition, opposition","partner, partnered",私たちは日本の会社とパートナーシップを結びた。,We entered into a partnership with a Japanese company.,パートナーシップ,5,429,名詞,"cooperation, alliance, collaboration",partnership,1752129512115x470449299408378600
,"party-goer, partying",今週末、パーティーを開く予定だ。,I am throwing a party this weekend.,パーティー,2,427,名詞,"gathering, celebration",party,1752129512115x529400668574731900
"whole, entire","percentile, percenter",生徒の10％が試験に落ちた。,Ten percent of the students failed the exam.,パーセント,2,426,名詞,"percentage, proportion",percent,1752129512115x822723754890235500
,percent,何パーセントの人があなたに同意しているか？,What percentage of people agree with you?,パーセンテージ,4,425,名詞,"proportion, part, fraction",percentage,1752129512115x976958765222333700
"passenger, rider, traveler","piloting, piloted, autopilot",彼はパイロットになるための訓練をしている。,He is training to be a pilot.,パイロット,2,433,名詞,"aviator, airman, captain",pilot,1752129512117x903420914144163300
"genius, wise","foolish, foolhardy",馬鹿にならないで。,Don't be a fool.,ばか,1,434,"名詞, 動詞","idiot, dunce",fool,1752129512117x908760541019010300
"block, stop, fill","piping, piped",配管工が漏れていた管を修理した。,The plumber fixed the leaking pipe.,パイプ、管,1,431,名詞,"tube, conduit, duct",pipe,1752129512117x941642506040480900
monolingual,"bilingually, bilingualism",彼女は英語とスペイン語のバイリンガルだ。,She is bilingual in English and Spanish.,バイリンガル,3,432,形容詞,multilingual,bilingual,1752129512117x992846024133531500
"wise, sensible, smart",silliness,馬鹿なことを言わないで、免許なしに運転はできないよ。,"Don't be silly, you can't drive without a license.",ばかな、愚かな,2,435,形容詞,"foolish, absurd, ridiculous",silly,1752129512118x219258215168065100
reasonable,ridiculously,彼の考えはまったくばかばかしかった。,His idea was absolutely ridiculous.,ばかばかしい,4,436,形容詞,"absurd, ludicrous",ridiculous,1752129512118x263886758613273820
,"busman, busload",通常、私は仕事にバスで行く。,I usually take the bus to work.,バス,1,438,名詞,"coach, omnibus",bus,1752129512118x507871486050167600
"chaos, disorganization","patterned, patterning",このパターンは非常にユニークだ。,This pattern is very unique.,パターン、模様,3,440,名詞,"design, style, form",pattern,1752129512118x519573657985028300
,bucketful,彼女はバケツに水をいっぱいにした。,She filled the bucket with water.,バケツ,1,437,名詞,pail,bucket,1752129512118x550829720278640560
solution,"puzzler, puzzled",彼女はクロスワードパズルを解くのが楽しいだ。,She enjoys solving crossword puzzles.,パズル、難問,2,439,"名詞, 動詞","riddle, enigma, problem",puzzle,1752129512118x724446559992693900
"muffle, silence","snapping, snapped",彼は音楽のビートに合わせて指をパチンと鳴らした。,He snapped his fingers to the beat of the music.,パチンと鳴る,2,441,"名詞, 動詞","crack, pop",snap,1752129512791x635373221416292400
"individual item, piece","packaging, packaged",郵便でパッケージを受け取りた。,I received a package in the mail.,パッケージ,1,442,名詞,"parcel, box, packet",package,1752129512792x349476590022314000
,"batting, batted",彼はバットでボールを打った。,He hit the ball with the bat.,バット,1,443,名詞,"club, stick",bat,1752129512792x498921813635597500
 ,pubbing,彼らはパイントビールを飲むために地元のパブに行った。,They went to the local pub for a pint.,パブ,5,446,名詞,"bar, tavern",pub,1752129512793x203517822747877570
,paradigmatic,彼の作業は経済理論のパラダイムを変えた。,His work changed the paradigm of economic theory.,パラダイム、範例,9,450,名詞,"model, pattern, example",paradigm,1752129512793x630702613424722700
,"rosebud, rosemary",彼女は誕生日にバラの花束を受け取りた。,She received a bouquet of roses on her birthday.,バラ,1,449,名詞,flower,rose,1752129512793x660021502626414000
nonperformance,"performer, perform",その劇は素晴らしいパフォーマンスだった。,The play had a fantastic performance.,パフォーマンス、演技、業績,5,447,名詞,"execution, presentation, show",performance,1752129512793x954452063216476200
"dove, pigeon","hawkish, hawker",ハヤブサはその鋭い視力で知られている。,The hawk is known for its sharp vision.,ハヤブサ,2,448,名詞,"falcon, raptor",hawk,1752129512793x955415988735711500
,panelist,委員会は専門家のパネルで構成されていた。,The committee consisted of a panel of experts.,パネル,4,445,名詞,"board, committee, group",panel,1752129512793x963890131471692500
"calm, tranquility","panicky, panicker, panicking",突然の地震で人々の間にパニックが広がった。,The sudden earthquake caused a panic among the people.,パニック、恐怖,4,444,"名詞, 動詞","fear, terror, fright",panic,1752129512793x994953375533981200
,"parametric, parametrization",このパラメーターは箱の大きさを定義する。,This parameter defines the size of the box.,パラメーター,9,452,名詞,"factor, variable",parameter,1752129512796x173613191119527780
"similarity, agreement","variant, variable",テストのスコアには大きなばらつきがある。,There is a high variance in the test scores.,ばらつき,8,451,名詞,"divergence, discrepancy, inconsistency",variance,1752129512796x344589834063077300
"imbalance, instability","balanced, balancing",彼女はバランスを失って転んだ。,She lost her balance and fell.,バランス、均衡,2,453,"名詞, 動詞","equilibrium, stability",balance,1752129512796x425942551949049400
,"barreled, barrelful",バレル一つ分の石油の価格が大幅に上昇した。,The price of a barrel of oil has increased significantly.,バレル,2,455,名詞,"drum, cask, keg",barrel,1752129512796x476512256747097000
,valvular,バルブは水の流れを制御する。,The valve controls the flow of water.,バルブ,3,454,名詞,"tap, faucet",valve,1752129512796x733945759468794900
,vanning,彼は家具をバンに積み込みた。,He loaded the furniture into the van.,バン，貨物自動車,3,457,名詞,"minivan, wagon",van,1752129512797x103067688746936180
,bandmate,彼はロックバンドでギターを弾く。,He plays guitar in a rock band.,バンド,1,460,名詞,"group, team, ensemble",band,1752129512797x147453705231142430
,"breadbasket, breadcrumb, breadline",彼女は毎朝パンを焼きる。,She bakes bread every morning.,パン,1,456,名詞,"loaf, roll",bread,1752129512797x496319935638893900
caress,"punching, punched",彼女は強烈なパンチを打った。,She packed a powerful punch.,パンチ,2,459,"名詞, 動詞","blow, hit, strike",punch,1752129512797x571230823084292000
"whisper, silence","banging, banged",ドアが大きな音を立てて閉まった。,The door closed with a loud bang.,バン、ドシンという音,1,458,名詞,"boom, crash",bang,1752129512797x887965514783330300
,"pianist, piano tuner",彼女は美しくピアノを弾きる。,She plays the piano beautifully.,ピアノ,1,461,名詞,,piano,1752129512798x651522416420088300
"whole, entirety","piecewise, piecework",私はケーキの一片を食べた。,I ate a piece of cake.,ピース、部分,1,463,名詞,"part, segment",piece,1752129512798x685920231885266200
"base, bottom, foot","peaky, peakless",私たちは山の頂上に達した。,We reached the peak of the mountain.,ピーク,3,462,名詞,"summit, top, pinnacle",peak,1752129512798x971132289643316700
